Company Name,Ticker,Industry,Business Model 1,Business Model 2,Business Model 3,Company Power #1,Company Power #2,Company Power #3,Mechanism #1,Mechanism #2,Mechanism #3
Telenor,TEL_NO,Nordic Telecom,Physical Infra & Networks,Mission-Critical Products & Services,Low Cost Operators,Scale,Switching Costs,Cornered Resource,Scale: Area/Volume Relationships,Switching Costs: Contractual Lock-In,Cornered Resource: Scarce Natural Asset
Telephone and Data Systems Inc.,TDS_US,Rural Wireless,Physical Infra & Networks,Low Cost Operators,Serial Acquirer,Cornered Resource,Scale,Switching Costs,Cornered Resource: Scarce Natural Asset,Scale: Area/Volume Relationships,Switching Costs: Contractual Lock-In
TELIA Co AB,TELIA_SE,Nordic Telecom,Physical Infra & Networks,Mission-Critical Products & Services,B2B Software,Scale,Switching Costs,Cornered Resource,Scale: Area/Volume Relationships,Switching Costs: Contractual Lock-In,Cornered Resource: Scarce Natural Asset
Telstra,TLS_AU,International Carrier,Physical Infra & Networks,Mission-Critical Products & Services,B2B Software,Scale,Switching Costs,Cornered Resource,Scale: Area/Volume Relationships,Switching Costs: Contractual Lock-In,Cornered Resource: Scarce Natural Asset
Telus Corporation,T_CA,Canadian Telecom,Physical Infra & Networks,Mission-Critical Products & Services,B2B Software,Scale,Switching Costs,Cornered Resource,Scale: Area/Volume Relationships,Switching Costs: Contractual Lock-In,Cornered Resource: Scarce Natural Asset
Temenos AG/ADR,TEMN_CH,Banking Software,B2B Software,Mission-Critical Products & Services,,Switching Costs,Scale,Network Effects,Switching Costs: Data-Portability Frictions,Scale: Learning-Curve Effects,Network Effects: Same-Side
"Tempus AI, Inc",TEM_US,AI Diagnostics,B2B Software,Mission-Critical Products & Services,Unique IP & Brands,Cornered Resource,Switching Costs,Scale,Cornered Resource: Exclusive Ip,Switching Costs: Data-Portability Frictions,Scale: Learning-Curve Effects
Tenable Holdings Inc.,TENB_US,Enterprise Software: Security,B2B Software,Mission-Critical Products & Services,,Switching Costs,Scale,Brand,Switching Costs: Data-Portability Frictions,Scale: Learning-Curve Effects,Brand: Trust Halo
Tenaris S.A.,TEN_IT,Tubular Products,Mission-Critical Products & Services,Low Cost Operators,Physical Infra & Networks,Scale,Process Power,Cornered Resource,Scale: Purchasing Clout,Process Power: Proprietary Routines,Cornered Resource: Scarce Natural Asset
Tencent Music Entertainment Group,TME_US,Music Streaming,Marketplaces & Platforms,Unique IP & Brands,,Network Effects,Scale,Cornered Resource,Network Effects: Cross-Side,Scale: Learning-Curve Effects,Cornered Resource: Exclusive Ip
Tenet Healthcare Corporation,THC_US,Acute Care,Mission-Critical Products & Services,Serial Acquirer,Low Cost Operators,Scale,Switching Costs,Cornered Resource,Scale: Purchasing Clout,Switching Costs: Contractual Lock-In,Cornered Resource: Scarce Natural Asset
Teradata Corporation,TDC_US,Enterprise Software: Analytics,B2B Software,Mission-Critical Products & Services,,Switching Costs,Scale,Brand,Switching Costs: Data-Portability Frictions,Scale: Learning-Curve Effects,Brand: Trust Halo
Teradyne Inc.,TER_US,Semiconductor Testing,Mission-Critical Products & Services,Unique IP & Brands,OEMs w/ Installed Base,Scale,Cornered Resource,Switching Costs,Scale: Learning-Curve Effects,Cornered Resource: Exclusive Ip,Switching Costs: Retraining Time
Terex Corporation,TEX_US,Heavy Equipment: Construction & Mining,OEMs w/ Installed Base,Low Cost Operators,Serial Acquirer,Scale,Switching Costs,Process Power,Scale: Purchasing Clout,Switching Costs: Retraining Time,Process Power: Proprietary Routines
TerrAscend Corp,TER_CA,Cannabis Cultivation,Vertically Integrated Retailer,Low Cost Operators,Serial Acquirer,Scale,Cornered Resource,Process Power,Scale: Purchasing Clout,Cornered Resource: Exclusive Ip,Process Power: Proprietary Routines
Tesla Inc.,TSLA_US,EV Auto,Vertically Integrated Retailer,OEMs w/ Installed Base,Unique IP & Brands,Scale,Brand,Cornered Resource,Scale: Learning-Curve Effects,Brand: Status Signaling,Cornered Resource: Exclusive Ip
Tetra Tech Inc.,TTEK_US,Construction and Engineering: Environmental Consulting,Mission-Critical Products & Services,Serial Acquirer,B2B Software,Scale,Cornered Resource,Switching Costs,Scale: Purchasing Clout,Cornered Resource: Superstar Talent,Switching Costs: Contractual Lock-In
Tetra Technologies Inc.,TTI_US,Completion Fluids,Mission-Critical Products & Services,Low Cost Operators,B2B Middlemen,Scale,Cornered Resource,Process Power,Scale: Purchasing Clout,Cornered Resource: Scarce Natural Asset,Process Power: Proprietary Routines
Texas Instruments Incorporated,TXN_US,Semiconductors: IDM,Mission-Critical Products & Services,Unique IP & Brands,OEMs w/ Installed Base,Scale,Cornered Resource,Process Power,Scale: Learning-Curve Effects,Cornered Resource: Exclusive Ip,Process Power: Proprietary Routines
Texas Roadhouse Inc.,TXRH_US,Casual Dining,Low Cost Operators,Franchisors,Unique IP & Brands,Scale,Brand,Process Power,Scale: Purchasing Clout,Brand: Emotional Resonance,Process Power: Proprietary Routines
Textron Inc.,TXT_US,Diversified Aerospace,Mission-Critical Products & Services,OEMs w/ Installed Base,Serial Acquirer,Scale,Switching Costs,Process Power,Scale: Purchasing Clout,Switching Costs: Contractual Lock-In,Process Power: Proprietary Routines
TFI International Inc,TFII_CA,Truckload,Serial Acquirer,Low Cost Operators,Physical Infra & Networks,Scale,Process Power,Cornered Resource,Scale: Purchasing Clout,Process Power: Proprietary Routines,Cornered Resource: Scarce Natural Asset
TH International Limited,THCH_US,QSR,Franchisors,Low Cost Operators,Unique IP & Brands,Scale,Brand,Process Power,Scale: Purchasing Clout,Brand: Trust Halo,Process Power: Proprietary Routines
The AZEK Company Inc.,AZEK_US,Building Products Manufacturers: Decking,Unique IP & Brands,Low Cost Operators,Serial Acquirer,Brand,Scale,Process Power,Brand: Trust Halo,Scale: Purchasing Clout,Process Power: Proprietary Routines
The Boeing Company,BA_US,Commercial Aircraft,Mission-Critical Products & Services,OEMs w/ Installed Base,Unique IP & Brands,Scale,Switching Costs,Cornered Resource,Scale: Learning-Curve Effects,Switching Costs: Retraining Time,Cornered Resource: Exclusive Ip
The Boston Beer Company Inc.,SAM_US,Craft Beer,Unique IP & Brands,Serial Acquirer,Vertically Integrated Retailer,Brand,Scale,Process Power,Brand: Emotional Resonance,Scale: Purchasing Clout,Process Power: Proprietary Routines
The Buckle Inc.,BKE_US,Western Apparel,Vertically Integrated Retailer,Unique IP & Brands,,Brand,Scale,Process Power,Brand: Emotional Resonance,Scale: Purchasing Clout,Process Power: Proprietary Routines
The Campbell's Company,CPB_US,Soup & Snacks,Unique IP & Brands,Low Cost Operators,Serial Acquirer,Brand,Scale,Process Power,Brand: Emotional Resonance,Scale: Purchasing Clout,Process Power: Proprietary Routines
The Cheesecake Factory Incorporated,CAKE_US,Casual Dining,Unique IP & Brands,Vertically Integrated Retailer,,Brand,Scale,Process Power,Brand: Emotional Resonance,Scale: Purchasing Clout,Process Power: Proprietary Routines
The Chemours Company,CC_US,Titanium Dioxide,Mission-Critical Products & Services,Low Cost Operators,Unique IP & Brands,Scale,Cornered Resource,Process Power,Scale: Area/Volume Relationships,Cornered Resource: Scarce Natural Asset,Process Power: Proprietary Routines
The Clorox Company,CLX_US,Cleaning Products,Unique IP & Brands,Low Cost Operators,Mission-Critical Products & Services,Brand,Scale,Process Power,Brand: Trust Halo,Scale: Purchasing Clout,Process Power: Proprietary Routines
The Coca-Cola Company,KO_US,Beverage Conglomerate,Unique IP & Brands,Franchisors,Low Cost Operators,Brand,Scale,Cornered Resource,Brand: Emotional Resonance,Scale: Purchasing Clout,Cornered Resource: Exclusive Ip
The Cooper Companies Inc.,COO_US,Contact Lenses,Mission-Critical Products & Services,Unique IP & Brands,Serial Acquirer,Scale,Brand,Switching Costs,Scale: Purchasing Clout,Brand: Trust Halo,Switching Costs: Retraining Time
The Descartes Systems Group Inc.,DSG_CA,Supply Chain Software,B2B Software,Mission-Critical Products & Services,Serial Acquirer,Switching Costs,Scale,Network Effects,Switching Costs: Data-Portability Frictions,Scale: Learning-Curve Effects,Network Effects: Data Network Effects
The E.W. Scripps Company,SSP_US,TV Stations,Physical Infra & Networks,Serial Acquirer,Low Cost Operators,Cornered Resource,Scale,Process Power,Cornered Resource: Scarce Natural Asset,Scale: Purchasing Clout,Process Power: Proprietary Routines
The Ensign Group Inc.,ENSG_US,Skilled Nursing,Serial Acquirer,Low Cost Operators,Mission-Critical Products & Services,Scale,Process Power,Switching Costs,Scale: Purchasing Clout,Process Power: Proprietary Routines,Switching Costs: Contractual Lock-In
The Estee Lauder Companies Inc.,EL_US,Beauty Products,Unique IP & Brands,Serial Acquirer,Vertically Integrated Retailer,Brand,Scale,Cornered Resource,Brand: Status Signaling,Scale: Purchasing Clout,Cornered Resource: Exclusive Ip
The Gap Inc.,GAP_US,Apparel Retail,Vertically Integrated Retailer,Low Cost Operators,Unique IP & Brands,Scale,Brand,Process Power,Scale: Purchasing Clout,Brand: Trust Halo,Process Power: Proprietary Routines
The Goodyear Tire & Rubber Company,GT_US,Tire Manufacturing,Low Cost Operators,OEMs w/ Installed Base,Mission-Critical Products & Services,Scale,Brand,Process Power,Scale: Purchasing Clout,Brand: Trust Halo,Process Power: Proprietary Routines
The Greenbrier Companies Inc.,GBX_US,Heavy Equipment: Transportation,OEMs w/ Installed Base,Mission-Critical Products & Services,Low Cost Operators,Scale,Switching Costs,Cornered Resource,Scale: Purchasing Clout,Switching Costs: Contractual Lock-In,Cornered Resource: Scarce Natural Asset
The Hackett Group Inc.,HCKT_US,Process Optimization,B2B Software,Mission-Critical Products & Services,Serial Acquirer,Switching Costs,Process Power,Scale,Switching Costs: Retraining Time,Process Power: Proprietary Routines,Scale: Learning-Curve Effects
The Hain Celestial Group Inc.,HAIN_US,Natural & Organic,Unique IP & Brands,Serial Acquirer,Low Cost Operators,Brand,Scale,Process Power,Brand: Trust Halo,Scale: Purchasing Clout,Process Power: Proprietary Routines
The Hershey Company,HSY_US,Chocolate,Unique IP & Brands,Low Cost Operators,Serial Acquirer,Brand,Scale,Process Power,Brand: Emotional Resonance,Scale: Purchasing Clout,Process Power: Proprietary Routines
The Home Depot Inc.,HD_US,Home Improvement Retail,Low Cost Operators,Vertically Integrated Retailer,Physical Infra & Networks,Scale,Brand,Process Power,Scale: Purchasing Clout,Brand: Trust Halo,Process Power: Proprietary Routines
The Honest Company Inc.,HNST_US,Natural Products,Unique IP & Brands,Vertically Integrated Retailer,,Brand,Scale,Counter-Positioning,Brand: Trust Halo,Scale: Purchasing Clout,Counter-Positioning: Entrant Model Incumbents Can't Mimic Without Self-Harm
The J.M. Smucker Company,SJM_US,Jam & Coffee,Unique IP & Brands,Serial Acquirer,Low Cost Operators,Brand,Scale,Process Power,Brand: Trust Halo,Scale: Purchasing Clout,Process Power: Proprietary Routines
The Kraft Heinz Company,KHC_US,Packaged Meals,Unique IP & Brands,Low Cost Operators,Serial Acquirer,Brand,Scale,Process Power,Brand: Trust Halo,Scale: Purchasing Clout,Process Power: Proprietary Routines
The Kroger Company,KR_US,Supermarkets,Low Cost Operators,Vertically Integrated Retailer,Physical Infra & Networks,Scale,Brand,Process Power,Scale: Purchasing Clout,Brand: Trust Halo,Process Power: Proprietary Routines
The Lovesac Company,LOVE_US,Home Furnishings,Unique IP & Brands,Vertically Integrated Retailer,,Brand,Scale,Process Power,Brand: Emotional Resonance,Scale: Purchasing Clout,Process Power: Proprietary Routines
The Manitowoc Company Inc.,MTW_US,Heavy Equipment: Construction & Mining,OEMs w/ Installed Base,Mission-Critical Products & Services,Serial Acquirer,Scale,Switching Costs,Brand,Scale: Purchasing Clout,Switching Costs: Retraining Time,Brand: Trust Halo
The Marcus Corporation,MCS_US,Theater Chain,Physical Infra & Networks,Vertically Integrated Retailer,Low Cost Operators,Cornered Resource,Scale,Brand,Cornered Resource: Scarce Natural Asset,Scale: Purchasing Clout,Brand: Emotional Resonance
The Mosaic Company,MOS_US,Potassium & Phosphorus Fertilizers,Low Cost Operators,Mission-Critical Products & Services,Physical Infra & Networks,Cornered Resource,Scale,Process Power,Cornered Resource: Scarce Natural Asset,Scale: Area/Volume Relationships,Process Power: Proprietary Routines
The New York Times Company,NYT_US,Newspapers & Magazines,Unique IP & Brands,Mission-Critical Products & Services,,Brand,Cornered Resource,Scale,Brand: Trust Halo,Cornered Resource: Superstar Talent,Scale: Learning-Curve Effects
The ONE Group Hospitality Inc.,STKS_US,Fine Dining,Unique IP & Brands,Vertically Integrated Retailer,,Brand,Scale,Process Power,Brand: Status Signaling,Scale: Area/Volume Relationships,Process Power: Proprietary Routines
The Procter & Gamble Company,PG_US,Consumer Staples,Unique IP & Brands,Low Cost Operators,,Brand,Scale,Process Power,Brand: Trust Halo,Scale: Purchasing Clout,Process Power: Proprietary Routines
"The RealReal, Inc.",REAL_US,Luxury Resale,Marketplaces & Platforms,Auctions & Classifieds,Vertically Integrated Retailer,Network Effects,Brand,Process Power,Network Effects: Cross-Side,Brand: Trust Halo,Process Power: Proprietary Routines
The Sherwin-Williams Company,SHW_US,Architectural Coatings,Mission-Critical Products & Services,Vertically Integrated Retailer,Serial Acquirer,Scale,Brand,Process Power,Scale: Purchasing Clout,Brand: Trust Halo,Process Power: Proprietary Routines
The Shyft Group Inc.,SHYF_US,Auto Suppliers: Structures,OEMs w/ Installed Base,Mission-Critical Products & Services,Serial Acquirer,Scale,Switching Costs,Process Power,Scale: Purchasing Clout,Switching Costs: Contractual Lock-In,Process Power: Proprietary Routines
The Simply Good Foods Company,SMPL_US,Nutrition Bars,Unique IP & Brands,Low Cost Operators,Serial Acquirer,Brand,Scale,Process Power,Brand: Trust Halo,Scale: Purchasing Clout,Process Power: Proprietary Routines
The Swatch Group Ltd,UHR_CH,Luxury Watches,Unique IP & Brands,Vertically Integrated Retailer,Serial Acquirer,Brand,Scale,Cornered Resource,Brand: Status Signaling,Scale: Purchasing Clout,Cornered Resource: Exclusive Ip
The TJX Companies Inc.,TJX_US,Off-Price Retail,Low Cost Operators,Vertically Integrated Retailer,,Scale,Process Power,Counter-Positioning,Scale: Purchasing Clout,Process Power: Proprietary Routines,Counter-Positioning: Entrant Model Incumbents Can't Mimic Without Self-Harm
The Toro Company,TTC_US,Heavy Equipment: Agriculture,OEMs w/ Installed Base,Mission-Critical Products & Services,Unique IP & Brands,Brand,Scale,Switching Costs,Brand: Trust Halo,Scale: Purchasing Clout,Switching Costs: Retraining Time
The Trade Desk Inc.,TTD_US,DSP Platform,Marketplaces & Platforms,B2B Software,Mission-Critical Products & Services,Network Effects,Scale,Switching Costs,Network Effects: Cross-Side,Scale: Learning-Curve Effects,Switching Costs: Data-Portability Frictions
The Vita Coco Company Inc.,COCO_US,Coconut Water,Unique IP & Brands,Low Cost Operators,Vertically Integrated Retailer,Brand,Scale,Cornered Resource,Brand: Trust Halo,Scale: Purchasing Clout,Cornered Resource: Scarce Natural Asset
The Walt Disney Company,DIS_US,Theme Parks,Unique IP & Brands,Physical Infra & Networks,Vertically Integrated Retailer,Brand,Cornered Resource,Scale,Brand: Emotional Resonance,Cornered Resource: Exclusive Ip,Scale: Area/Volume Relationships
The Wendy's Company,WEN_US,QSR,Franchisors,Unique IP & Brands,Low Cost Operators,Brand,Scale,Process Power,Brand: Emotional Resonance,Scale: Purchasing Clout,Process Power: Proprietary Routines
Thermo Fisher Scientific Inc,TMO_US,Life Science Tools,Mission-Critical Products & Services,Serial Acquirer,B2B Software,Scale,Switching Costs,Cornered Resource,Scale: Purchasing Clout,Switching Costs: Retraining Time,Cornered Resource: Exclusive Ip
Thomson Reuters Corp,TRI_US,News Agency,B2B Software,Mission-Critical Products & Services,Unique IP & Brands,Switching Costs,Scale,Brand,Switching Costs: Data-Portability Frictions,Scale: Purchasing Clout,Brand: Trust Halo
